folder,cleaned_lyrics,label
Alpines - Out of View,You are the light Shining down on me You are the first thing I see Came and changed my view Showed me what it means Showed me that I could put my faith in me I dont know what Id do Without you Dont know what Id do Without you Here here now You are the lines Written on this page You are the one thing that I cant replace Came into my life And took away the pain Told me that I could find my strength again I dont know what Id do Without you Dont know what Id do Without you Here here now Here here now You might also like If youre not around Tell me what I do Tell you how it feels Im falling in and out of view If youre not around Tell me what I do Tell you how it feels Im falling in and out of view Dont know what Id do Without you Here here now If youre not around here Tell me what I do tell me what I do Tell you how it feels Im falling in and out of view If youre not around here Tell me what I do Tell you how it feels Im falling in and out of view Here here nowEmbed,<pad> joy
Aly & AJ - Take Me,Ive been spendin my attention on you on you I dont wait long Cause I got better things to do When you gonna take me out Make a move and make it now When you gonna take me out When you gonna take me out So much talkin swear thats all you ever do Show me something Before I show something to you When you gonna take me out Make a move and make it now When you gonna take me out Ooh ooh When you gonna take me out Ooh ooh When you gonna take me out I know that you would want it If I could sink my teeth into you I know that you would want it If I could sink my teeth into you First you gotta ask me out You might also like Ive been spendin my attention on you I dont wait long Cause I got better things to do When you gonna take me out When you gonna take me out When you gonna take me out Ooh ooh Ooh ooh Ooh ooh I know that you would want it If I could sink my teeth into you Ooh ooh I know that you would want it If I could sink my teeth into youEmbed,<pad> joy
Angel Haze - Battle Cry,Money cannot buy All the love thats here tonight All the love thats here tonight Ohoh ohoh Its just you and I So lift your hands toward the sky Lift your hands toward the sky Ohoh ohoh It seems like yesterday that I was nothin Then all of a sudden Im a volcanic eruption Then all of a sudden its like spontaneous combustion And Im all up in your face yelling Bitch you cant tell me nothin Cause I came from the bottom now everybodys watchin I said it was my time now Im who everybodys clockin And Im just out here sprintin Im runnin right through my vision Im trying to outrun my past but still trying to defeat my limits Cause you only get one moment in this life to be great And you give it your all despite what it takes And you never let em kill you you take everything they give you And throw it right fucking at em and tell em it doesnt build you And no it dont ever break you and no it cant overtake you Lifes like a bed of roses you take the thorns and you make do Sometimes you have to hurt for the cause to be reached But one day youll be stronger than all that you beat And you can say You might also like Money cannot buy All the love thats here tonight All the love thats here tonight Ohoh ohoh Its just you and I So lift your hands toward the sky Lift your hands toward the sky Ohoh ohoh I woke up one Sunday morning stopped believing in Jesus Stopped believing in churches I stopped believing in preachers I realized I was a teacher not just one of the heathens Im going to destroy the fallacies start creating believers Start creating the leaders tell them who should they follow Nobody but themselves especially if they hollow Especially when they empty and death reserved for fulfillment You the only person alive that holds the key to your healing So you take it and you run with it And keep going even when your suns hidden Because the time we spend in darkness when the rain come Is where we often find the light soon as the pains done There aint no material things in the world That can change the fact you feel alone Despite the fact that it gets hard you take it all and you still go Take the sun and you still grow lose your light and you still glow I been there Im still here and I know how you feel so Money cannot buy All the love thats here tonight All the love thats here tonight Ohoh ohoh Its just you and I So lift your hands toward the sky Lift your hands toward the sky Ohoh ohoh We dont wanna fight So sing with me a battle cry Sing with me a battle cry Ohoh ohoh Money cannot buy All the love thats here tonight All the love thats here tonight Ohoh ohoh Its hard to explain my way of living to people who never lived it A minute in my position filled with my opposition To anybody not different fighting to stay the same I got lives in my hands and Im fighting to make em change Couldnt accept responsibility find somebody to blame The emotions that Im harboring bout to drive me insane Tried to say Fuck everything but I aint have the heart to Rarely had the heart to do a lot of things I ought to So now I spit it for people who say their cords missing Inspire life into anybody thats forfeiting Cause its easy to keep pretending that theres nothing wrong But its harder to keep your head up and be fucking strong So now they telling me Go Haze they cant stop you Heavyweight flow if they cant lift you then they cant drop you The pinnacle if they cant reach you then they cant top you Man they cant do anything that youre about to Money cannot buy All the love thats here tonight All the love thats here tonight Ohoh ohoh Its just you and I So lift your hands toward the sky Lift your hands toward the sky Ohoh ohoh We dont wanna fight So sing with me a battle cry Sing with me a battle cry Ohoh ohoh Money cannot buy All the love thats here tonight All the love thats here tonightEmbed,<pad> sadness
Angel Haze - Chi ,I need to know That somehow forever is real And we can grow through whatever we feel We could be like rose petals Olympic gold medals Or pretend were kids and run through like every field See it gets much deeper than we think Cause sometimes you dont just fall It gets much deeper and you sink And youre immersed in its love so nothing else seems to matter Though theres wholeness in the moment Its nothing for things to shatter So can we break it down to a science If love is chemistry then you and I could be its ions If love is mostly strength then you and I could be the iron And we carry the weight til it hurts Do anything to make this shit work Cause love wont always be easy I just promise my all when you need it And youd be on time when I need you And wed vow to always be see through cause Theres no progress without some digression And love is boring without some aggression Just believe that you and I are supposed to be together Baby put your hands up and we can reach forever Just believe that you and I are supposed to be together Put your fucking hands up You might also likeI need to know that its possible to love you Like they do it in movies baby I need to know that its possible to feel you Like youre never ever moving I I I see so I believe in you Cause I love the way you do me I I I see so I believe in you Hey baby we can make it make it right I need to know that somehow our destiny matters And that youll keep my heart intact if the rest of me shatters And that the things that we endure well effectively master Baby this is food for thought off of destinys platter See it takes some pain to make it work Although diversion could occur it takes some rock to make it Earth I need to know that Im safe within your grasp And if ever Im off that you would race to keep me on track Cause I would crack the clouds open just to show you heaven And lift you up when you get down just to show you leverage And if youve never felt love Ill make it tangible And show you how to do it right I could be the manual I just believe that you and I are supposed to be together Baby put your hands up and we can reach forever Yeah supposed to be together Put your fucking hands up and we can reach forever I need to know that its possible to love you Like they do it in movies baby I need to know that its possible to feel you Like youre never ever moving I I I see so I believe in you Cause I love the way you do me I I I see so I believe in you Hey baby we can make it make it right I need to know that its possible to love you Like they do it in movies baby I need to know that its possible to feel you Like youre never ever moving I I I see so I believe in you Cause I love the way you do me I I I see so I believe in you Hey baby we can make it make it rightEmbed,<pad> joy
Ariana Grande - Dangerous Woman,Oh yeah Dont need permission Made my decision to test my limits Cause its my business God as my witness Start what I finished Dont need no hold up Taking control of this kind of moment Im locked and loaded Completely focused my mind is open All that you got Skin to skin oh my God Dont you stop boy Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Makes me wanna do things that I shouldnt Somethin bout somethin bout somethin bout Nothing to prove and Im bulletproof and Know what Im doing The way were movin Like introducing us to a new thing I wanna savor save it for later The taste the flavor cause Im a taker cause Im a giver Its only nature I live for danger You might also like All that you got Skin to skin oh my God Dont ya stop boy Oh yeah Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Makes me wanna do things that I shouldnt Somethin bout somethin bout somethin bout you All girls wanna be like that Bad girls underneath like that You know how Im feeling inside Somethin bout somethin bout All girls wanna be like that Bad girls underneath like that You know how Im feeling inside Somethin bout somethin bout Mmmhmm Oohooh Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Eheh Makes me wanna do things that I shouldnt Yeah Somethin bout somethin bout somethin bout you Yeah All girls wanna be like that Hmmmmm Bad girls underneath like that You know how Im feeling inside You know how Im feeling inside baby Somethin bout somethin bout All girls wanna be like that Bad girls underneath like that You know how Im feeling inside Somethin bout somethin bout Yeah theres somethin bout you boy Heh Yeah theres somethin bout you boy Ohohoh hey Yeah theres somethin bout you boy Yeah theres somethin bout you boy Somethin bout somethin bout somethin bout you Yeah theres somethin bout you boy Yeah theres somethin bout you boy Yeah theres somethin bout you boy Yeah theres somethin bout you boy Yeah theres somethin bout you boy oh yeah Somethin bout somethin bout somethin bout YouEmbed,<pad> anger
Ariana Grande - Into You,Im so into you I can barely breathe And all I wanna do is to fall in deep But close aint close enough til we cross the line hey yeah So name a game to play and Ill roll the dice hey Oh baby look what you started the temperatures rising in here Is this gonna happen Been waiting and waiting for you to make a move Move Before I make a move Move So baby come light me up and baby Ill let you on it A little bit dangerous but baby thats how I want it A little less conversation and a little more touch my body Cause Im so into you into you into you Got everyone watchin us so baby lets keep this secret A little bit scandalous but baby dont let them see it A little less conversation and a little more touch my body Cause Im so into you into you into you Ooh yeah This could take some time hey Made too many mistakes Better get this right right baby You might also like Oh baby look what you started the temperatures rising in here Is this gonna happen Been waiting and waiting for you to make a move Move Before I make a move Move So baby come light me up and baby Ill let you on it A little bit dangerous but baby thats how I want it A little less conversation and a little more touch my body Cause Im so into you into you into you Got everyone watchin us so baby lets keep this secret Mmm A little bit scandalous but baby dont let them see it A little less conversation and a little more touch my body Cause Im so into you into you into you Cause Im so into you Tell me what you came here for Cause I cant I cant wait no more Im on the edge with no control And I need I need you to know you to know oh woah yeah So baby come light me up Light me up and baby Ill let you on it A little bit dangerous Dangerous but baby thats how I want it How I want it A little less conversation and a little more touch my body Cause Im so into you into you into you No babe Got everyone watchin us Watchin us so baby lets keep this secret A little bit scandalous Scandalous but baby dont let them see it Yeah A little less conversation Yeah and a little more touch my body Cause Im so into you into you into you Ooh ooh So come light me up So come light me up my baby Little dangerous A little dangerous my boy How I want it A little less conversation And a little more touch my body Cause Im so into you Into you into you Im so into youEmbed,<pad> anger
Ariana Grande - Side To Side,Ive been here all night Ariana Ive been here all day Nicki Minaj And boy got me walkin side to side Let them hoes know Im talkin to ya See you standing over there with your body Feeling like I wanna rock with your body And we dont gotta think bout nothin Bout nothin Im comin at ya Cause I know you got a bad reputation Doesnt matter cause you give me temptation And we dont gotta think bout nothin Bout nothin These friends keep talkin way too much Say I should give you up Cant hear them no cause I Ive been here all night Ive been here all day And boy got me walkin side to side Ive been here all night Ive been here all day And boy got me walkin side to side Side to side You might also like Been tryna hide it Baby whats it gonna hurt if they dont know Makin everybody think that we solo Just as long as you know you got me You got me And boy I got ya Cause tonight Im making deals with the devil And I know its gonna get me in trouble Just as long as you know you got me These friends keep talkin way too much Say I should give you up Cant hear them no cause I Ive been here all night Ive been here all day And boy got me walkin side to side Side to side Ive been here all night Been here all night baby Ive been here all day Been here all day baby And boy got me walkin side to side Side to side Uh yo This the new style with the fresh type of flow Wrist icicle ride dick bicycle Come through yo get you this type of blow If you want a mnage I got a tricycle All these bitches flows is my minime Body smoking so they call me Young Nicki Chimney Rappers in they feelings cause they feelin me Murder Uh II give zero fucks and I got zero chill in me Kissing me copped the blue box that say Tiffany Curry with the shot just tell em to call me Stephanie Gun pop then I make my gum pop Im the queen of rap young Ariana run pop uh These friends keep talkin way too much Way too much Say I should give him up Give him up Cant hear them no cause I Ive been here all night Been here all night baby Ive been here all day Been here all night baby And boy Boy got me walkin side to side Side to side Ive been here all night Been here all night baby Ive been here all day Been here all day baby Ooh baby And boy No got me walkin side to side Side to side Yeaheh yeah yeah yeah Uh yo This the new style with the fresh type of flow Nah nah baby Wrist icicle ride dick bicycle Come through yo get you this type of blow If you want a mnage I got a tricycle No eh hey eh ehEmbed,<pad> sadness
Astrid S - Hurts So Good,You fight me off like a firefighter So tell me why you still get burned You say youre not but youre still a liar Cause Im the one that you run to first Every time yeah why do you try to deny it When you show up every night and Tell me that you want me but its complicated so complicated When it hurts but it hurts so good Do you take it Do you break it off When it hurts but it hurts so good Can you say it Can you say it Your love is like Hey nanana nana Your love is like Hey nanana nana It hurts so good Hey nanana nana Your love is like Hey nanana nana It hurts so good Every time that I swear its over It makes you want me even more You pull away and I come in closer And all we ever stay is torn You might also like Baby I dont know why I try to deny it When you show up every night I tell you that I want you but its complicated so complicated When it hurts but it hurts so good Do you take it Do you break it off When it hurts but it hurts so good Can you say it Can you say it Your love is like Hey nanana nana Your love is like Hey nanana nana It hurts so good Hey nanana nana Your love is like Hey nanana nana It hurts so good Wide awake through the daylight Would you hold me like were running a yellow light Reach for you with my hands tied Are we dancing like were burning in paradise When it hurts but it hurts so good Do you take it Do you break it off When it hurts but it hurts so good Can you say it Can you say it Your love is like Hey nanana nana Your love is like Hey nanana nana It hurts so good Hey nanana nana Yeahyeah yeahyeah Your love is like Hey nanana nana It hurts so goodEmbed,<pad> sadness
Avicii - Without You ,You said that we would always be Without you I feel lost at sea Through the darkness youd hide with me Like the wind wed be wild and free You said youd follow me anywhere But your eyes tell me you wont be there Ive gotta learn how to love without you Ive gotta carry my cross without you Stuck in the middle and Im just about to Figure it out without you And Im done sitting home without you Fuck Im going out without you Im gonna tear this city down without you Im goin Bonnie and Clyde without you Now Im running away my dear From myself and the truth I fear My heart is beating I cant see clear How Im wishing that you were here You might also like You said youd follow me anywhere But your eyes tell me you wont be there Ive gotta learn how to love without you Ive gotta carry my cross without you Stuck in the middle and Im just about to Figure it out without you And Im done sitting home without you Fuck Im going out without you Im gonna tear this city down without you Im goin Bonnie and Clyde without youEmbed,<pad> sadness
BANKS - 27 Hours,Always told you not to love me Now look what you made me do I got poison in my pocket Told you I was bad news My demeanour made you wait But the consequences stayed I killed everything we were Baby murder was the case Baby murder was the case Baby murder was the case So you like the fear of falling But you stand there looking dumb Whyd you come here in the first place Baby I am not the one How can you not walk away After everything Ive done Its been hours Since we even saw the sun Since we even saw the sun Since we even saw the sun You might also like Tears you cry rely on my disdain While we waited days that never came Time just flies but I still carry on Its been hours Since we even saw the sun Since we even saw the sun Since we even saw the sun Since we even saw the sun Since we even sawEmbed,<pad> sadness
BANKS - Before I Ever Met You,Everyone knows Im right about one thing You and I dont work out You bring out the mean in me I bring out your insecurities You know what I am talking bout Eventually youll be fine if we break up And one day Ill be fine too But we should just end it now Before someone gets more hurt than they have to As for our house Ill move out You can keep the dog we trained Things soon will be like before I ever met you Before I ever met you Before I ever met you I never knew that my heart could love so hard Before I ever met you I never knew I would be enemies with disregard Before I ever met you I never knew that I liked to be kissed for days Before I ever met you I never knew I could be broken in so many ways ways I never knew I could be broken in so many ways ways I never knew I could be broken in so many You might also like Everyone knows Im right about one thing You are my only vice And I got you addicted to trying to be bulletproof But you have too much to lose As for our house Ill move out You can keep the dog we trained Things soon will be like before I ever met you Before I ever met you Before I ever met you I never knew that my heart could love so hard Before I ever met you I never knew I could be enemies with disregard Before I ever met you I never knew that I liked to be kissed for days Before I ever met you I never knew I could be broken in so many ways ways I never knew I could be broken in so many ways ways I never knew I could be broken in so many Everyone knows Im right about one thing You and I dont work outEmbed,<pad> sadness
BANKS - Beggin For Thread,So I got edges that scratch And sometimes I dont got a filter But Im so tired of eatin All of my misspoken words I know my disposition gets confusing My disproportionate reactions fuse with my eager state Thats why you wanna come out and play with me yeah Why Why Why Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to somethin that you dont understand Dont know what you were gettin yourself into You should have known secretly I think you knew I got some dirt on my shoes My words can come out as a pistol And Im no good at aimin But I can aim it at you You might also like I know my actions they may get confusin But my unstable ways is my solution to even space Thats why you want to come out and play with me yeah Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to somethin that you dont understand Dont know what you were gettin yourself into You should have known secretly I think you knew Secretly I think you knew Hold it out Woah Try to hide it out but my tracks are better Hold it out Woah Try to hide it out but my tracks are better Hold it out Woah Try to hide it out but my tracks are better Hold it out Woah Try to hide it out but my tracks are better Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to something that you dont understand Dont know what you were getting yourself into You should have known secretly I think you knew Secretly I think you knewEmbed,<pad> joy
BANKS - Fuck Em Only We Know,I dont mind dont mind if everybodys far behind Dont care if they cant understand the way That you and I just want to be next to each other every day You and I were just like magnets baby hypnotized Even addicted to your grumpy face I know exactly just how many kisses fit between your eyes Id run away Id run away with you Would you run with me Our life could be a little bumpy but Id hold on Just wanna tell you that I see you baby do you see me Cause this is special baby Fuck em only we know Did I say youre all that matters to me anyway Id give up everything to see your face So come on lets pretend that no one else is watching while we play By your side thats where I have to be now we wont hide I breathe your kisses just to stay alive I see exactly what youre thinking I can feel you with my eyes Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh You might also like Id run away Id run away with you Would you run with me Our life could be a little bumpy but Id hold on Just wanna tell you that I see you baby do you see me Cause this is special baby Fuck em only we know Id run away Id run away with you Would you run with me Our life could be a little bumpy but Id hold on Just wanna tell you that I see you baby do you see me Cause this is special baby Fuck em only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we know Ohohohoh only we knowEmbed,<pad> anger
